train_loss_step,train_concept_loss_step,train_task_loss_step,epoch,step,val_loss,val_concept_loss,val_task_loss,train_loss_epoch,train_concept_loss_epoch,train_task_loss_epoch
2.3463358879089355,0.0,2.3463358879089355,0,9,,,,,,
,,,0,15,2.4219772815704346,0.0,2.4219772815704346,,,
,,,0,15,,,,3.0996015071868896,0.0,3.0996015071868896
1.8224411010742188,0.0,1.8224411010742188,1,19,,,,,,
3.367875337600708,0.0,3.367875337600708,1,29,,,,,,
,,,1,31,2.4131975173950195,0.0,2.4131975173950195,,,
,,,1,31,,,,3.0917131900787354,0.0,3.0917131900787354
3.368340015411377,0.0,3.368340015411377,2,39,,,,,,
,,,2,47,2.408870220184326,0.0,2.408870220184326,,,
,,,2,47,,,,3.090460777282715,0.0,3.090460777282715
2.3256325721740723,0.0,2.3256325721740723,3,49,,,,,,
1.2837669849395752,0.0,1.2837669849395752,3,59,,,,,,
,,,3,63,2.409456253051758,0.0,2.409456253051758,,,
,,,3,63,,,,3.0897746086120605,0.0,3.0897746086120605
2.847515344619751,0.0,2.847515344619751,4,69,,,,,,
0.24376654624938965,0.0,0.24376654624938965,4,79,,,,,,
,,,4,79,2.409843683242798,0.0,2.409843683242798,,,
,,,4,79,,,,3.089808702468872,0.0,3.089808702468872
3.8926262855529785,0.0,3.8926262855529785,5,89,,,,,,
,,,5,95,2.406313419342041,0.0,2.406313419342041,,,
,,,5,95,,,,3.0905144214630127,0.0,3.0905144214630127
4.9390153884887695,0.0,4.9390153884887695,6,99,,,,,,
2.846372127532959,0.0,2.846372127532959,6,109,,,,,,
,,,6,111,2.407197952270508,0.0,2.407197952270508,,,
,,,6,111,,,,3.0897367000579834,0.0,3.0897367000579834
3.3691201210021973,0.0,3.3691201210021973,7,119,,,,,,
,,,7,127,2.407527208328247,0.0,2.407527208328247,,,
,,,7,127,,,,3.089604616165161,0.0,3.089604616165161
4.936123847961426,0.0,4.936123847961426,8,129,,,,,,
2.847550392150879,0.0,2.847550392150879,8,139,,,,,,
,,,8,143,2.4100706577301025,0.0,2.4100706577301025,,,
,,,8,143,,,,3.089987277984619,0.0,3.089987277984619
3.3685693740844727,0.0,3.3685693740844727,9,149,,,,,,
3.020841598510742,0.0,3.020841598510742,9,159,,,,,,
,,,9,159,2.408500909805298,0.0,2.408500909805298,,,
,,,9,159,,,,3.089982748031616,0.0,3.089982748031616
4.412859916687012,0.0,4.412859916687012,10,169,,,,,,
,,,10,175,2.4083609580993652,0.0,2.4083609580993652,,,
,,,10,175,,,,3.089674472808838,0.0,3.089674472808838
1.801534652709961,0.0,1.801534652709961,11,179,,,,,,
2.846344470977783,0.0,2.846344470977783,11,189,,,,,,
,,,11,191,2.4070754051208496,0.0,2.4070754051208496,,,
,,,11,191,,,,3.0898897647857666,0.0,3.0898897647857666
1.2817299365997314,0.0,1.2817299365997314,12,199,,,,,,
,,,12,207,2.407820463180542,0.0,2.407820463180542,,,
,,,12,207,,,,3.0900614261627197,0.0,3.0900614261627197
3.891428232192993,0.0,3.891428232192993,13,209,,,,,,
1.8043432235717773,0.0,1.8043432235717773,13,219,,,,,,
,,,13,223,2.408045768737793,0.0,2.408045768737793,,,
,,,13,223,,,,3.0901286602020264,0.0,3.0901286602020264
0.7538915276527405,0.0,0.7538915276527405,14,229,,,,,,
3.0205295085906982,0.0,3.0205295085906982,14,239,,,,,,
,,,14,239,2.4059255123138428,0.0,2.4059255123138428,,,
,,,14,239,,,,3.0896475315093994,0.0,3.0896475315093994
3.3703551292419434,0.0,3.3703551292419434,15,249,,,,,,
,,,15,255,2.405292510986328,0.0,2.405292510986328,,,
,,,15,255,,,,3.0898778438568115,0.0,3.0898778438568115
1.2731696367263794,0.0,1.2731696367263794,16,259,,,,,,
3.3697690963745117,0.0,3.3697690963745117,16,269,,,,,,
,,,16,271,2.4062209129333496,0.0,2.4062209129333496,,,
,,,16,271,,,,3.0897839069366455,0.0,3.0897839069366455
3.891829013824463,0.0,3.891829013824463,17,279,,,,,,
,,,17,287,2.4094676971435547,0.0,2.4094676971435547,,,
,,,17,287,,,,3.0901856422424316,0.0,3.0901856422424316
2.3257036209106445,0.0,2.3257036209106445,18,289,,,,,,
3.3694992065429688,0.0,3.3694992065429688,18,299,,,,,,
,,,18,303,2.4069108963012695,0.0,2.4069108963012695,,,
,,,18,303,,,,3.090651750564575,0.0,3.090651750564575
2.8465936183929443,0.0,2.8465936183929443,19,309,,,,,,
0.23783671855926514,0.0,0.23783671855926514,19,319,,,,,,
,,,19,319,2.408263683319092,0.0,2.408263683319092,,,
,,,19,319,,,,3.089752435684204,0.0,3.089752435684204
1.7986572980880737,0.0,1.7986572980880737,20,329,,,,,,
,,,20,335,2.405759572982788,0.0,2.405759572982788,,,
,,,20,335,,,,3.0899529457092285,0.0,3.0899529457092285
4.94304895401001,0.0,4.94304895401001,21,339,,,,,,
3.3699378967285156,0.0,3.3699378967285156,21,349,,,,,,
,,,21,351,2.4052631855010986,0.0,2.4052631855010986,,,
,,,21,351,,,,3.089674234390259,0.0,3.089674234390259
1.798219084739685,0.0,1.798219084739685,22,359,,,,,,
,,,22,367,2.4054312705993652,0.0,2.4054312705993652,,,
,,,22,367,,,,3.089714765548706,0.0,3.089714765548706
2.84572696685791,0.0,2.84572696685791,23,369,,,,,,
2.845329761505127,0.0,2.845329761505127,23,379,,,,,,
,,,23,383,2.403794527053833,0.0,2.403794527053833,,,
,,,23,383,,,,3.0899810791015625,0.0,3.0899810791015625
2.845217704772949,0.0,2.845217704772949,24,389,,,,,,
0.2124006748199463,0.0,0.2124006748199463,24,399,,,,,,
,,,24,399,2.4029135704040527,0.0,2.4029135704040527,,,
,,,24,399,,,,3.090721607208252,0.0,3.090721607208252
4.42412805557251,0.0,4.42412805557251,25,409,,,,,,
,,,25,415,2.403625249862671,0.0,2.403625249862671,,,
,,,25,415,,,,3.0903210639953613,0.0,3.0903210639953613
2.8455440998077393,0.0,2.8455440998077393,26,419,,,,,,
2.846040725708008,0.0,2.846040725708008,26,429,,,,,,
,,,26,431,2.407179355621338,0.0,2.407179355621338,,,
,,,26,431,,,,3.089019536972046,0.0,3.089019536972046
3.8893275260925293,0.0,3.8893275260925293,27,439,,,,,,
,,,27,447,2.410623073577881,0.0,2.410623073577881,,,
,,,27,447,,,,3.090078115463257,0.0,3.090078115463257
2.847681999206543,0.0,2.847681999206543,28,449,,,,,,
1.8027236461639404,0.0,1.8027236461639404,28,459,,,,,,
,,,28,463,2.4078526496887207,0.0,2.4078526496887207,,,
,,,28,463,,,,3.089693784713745,0.0,3.089693784713745
3.368882894515991,0.0,3.368882894515991,29,469,,,,,,
5.806319236755371,0.0,5.806319236755371,29,479,,,,,,
,,,29,479,2.407923936843872,0.0,2.407923936843872,,,
,,,29,479,,,,3.0897016525268555,0.0,3.0897016525268555
2.8460962772369385,0.0,2.8460962772369385,30,489,,,,,,
,,,30,495,2.4069032669067383,0.0,2.4069032669067383,,,
,,,30,495,,,,3.090148687362671,0.0,3.090148687362671
2.323523759841919,0.0,2.323523759841919,31,499,,,,,,
4.414438724517822,0.0,4.414438724517822,31,509,,,,,,
,,,31,511,2.407463312149048,0.0,2.407463312149048,,,
,,,31,511,,,,3.0895771980285645,0.0,3.0895771980285645
3.369793176651001,0.0,3.369793176651001,32,519,,,,,,
,,,32,527,2.4053030014038086,0.0,2.4053030014038086,,,
,,,32,527,,,,3.090085744857788,0.0,3.090085744857788
4.418146133422852,0.0,4.418146133422852,33,529,,,,,,
3.3690361976623535,0.0,3.3690361976623535,33,539,,,,,,
,,,33,543,2.4078125953674316,0.0,2.4078125953674316,,,
,,,33,543,,,,3.089662551879883,0.0,3.089662551879883
3.8922038078308105,0.0,3.8922038078308105,34,549,,,,,,
3.020599365234375,0.0,3.020599365234375,34,559,,,,,,
,,,34,559,2.406754970550537,0.0,2.406754970550537,,,
,,,34,559,,,,3.0895678997039795,0.0,3.0895678997039795
3.8928470611572266,0.0,3.8928470611572266,35,569,,,,,,
,,,35,575,2.406660556793213,0.0,2.406660556793213,,,
,,,35,575,,,,3.089702844619751,0.0,3.089702844619751
3.369668483734131,0.0,3.369668483734131,36,579,,,,,,
2.321648359298706,0.0,2.321648359298706,36,589,,,,,,
,,,36,591,2.4054250717163086,0.0,2.4054250717163086,,,
,,,36,591,,,,3.0895376205444336,0.0,3.0895376205444336
2.3220810890197754,0.0,2.3220810890197754,37,599,,,,,,
,,,37,607,2.4069364070892334,0.0,2.4069364070892334,,,
,,,37,607,,,,3.0898056030273438,0.0,3.0898056030273438
2.846240282058716,0.0,2.846240282058716,38,609,,,,,,
3.893616199493408,0.0,3.893616199493408,38,619,,,,,,
,,,38,623,2.4057719707489014,0.0,2.4057719707489014,,,
,,,38,623,,,,3.089543342590332,0.0,3.089543342590332
4.4176154136657715,0.0,4.4176154136657715,39,629,,,,,,
11.398959159851074,0.0,11.398959159851074,39,639,,,,,,
,,,39,639,2.406601905822754,0.0,2.406601905822754,,,
,,,39,639,,,,3.0898776054382324,0.0,3.0898776054382324
