train_loss_step,train_task_loss_step,train_concept_loss_step,epoch,step,val_loss,val_task_loss,train_loss_epoch,train_task_loss_epoch,train_concept_loss_epoch
34.282310485839844,33.60154724121094,0.680761456489563,0,9,,,,,
,,,0,15,39.304962158203125,38.78047561645508,,,
,,,0,15,,,27.763025283813477,27.092607498168945,0.6704124808311462
16.282535552978516,15.747684478759766,0.5348512530326843,1,19,,,,,
10.37208366394043,9.802604675292969,0.5694788694381714,1,29,,,,,
,,,1,31,22.171106338500977,21.764753341674805,,,
,,,1,31,,,15.220480918884277,14.655247688293457,0.565234899520874
5.619657516479492,5.1070098876953125,0.5126473903656006,2,39,,,,,
,,,2,47,13.704134941101074,13.331268310546875,,,
,,,2,47,,,9.601531028747559,9.057046890258789,0.5444861650466919
14.284765243530273,13.792425155639648,0.4923399090766907,3,49,,,,,
6.111081123352051,5.666552543640137,0.444528728723526,3,59,,,,,
,,,3,63,14.118638038635254,13.892608642578125,,,
,,,3,63,,,8.477252960205078,7.997917175292969,0.47933587431907654
6.859882354736328,6.521484375,0.3383978605270386,4,69,,,,,
0.2571064233779907,2.1376850781962276e-05,0.25708505511283875,4,79,,,,,
,,,4,79,14.862645149230957,14.7236967086792,,,
,,,4,79,,,4.377466678619385,3.9978442192077637,0.379621684551239
5.245663642883301,4.903529167175293,0.34213441610336304,5,89,,,,,
,,,5,95,12.036417007446289,11.90011978149414,,,
,,,5,95,,,2.943387985229492,2.6034631729125977,0.339924693107605
0.27496251463890076,0.002790156053379178,0.27217236161231995,6,99,,,,,
2.901236057281494,2.6585419178009033,0.2426941841840744,6,109,,,,,
,,,6,111,14.847705841064453,14.752585411071777,,,
,,,6,111,,,3.064666271209717,2.7196950912475586,0.34497129917144775
1.2745088338851929,0.9680839776992798,0.3064248561859131,7,119,,,,,
,,,7,127,16.387807846069336,16.29950523376465,,,
,,,7,127,,,2.614804267883301,2.2827513217926025,0.33205297589302063
9.365431785583496,8.816933631896973,0.5484985113143921,8,129,,,,,
10.00606918334961,9.742706298828125,0.26336315274238586,8,139,,,,,
,,,8,143,10.797402381896973,10.707592010498047,,,
,,,8,143,,,5.032882213592529,4.693171977996826,0.33971095085144043
1.0940884351730347,0.6567227840423584,0.43736568093299866,9,149,,,,,
0.18260298669338226,9.934078661899548e-07,0.18260198831558228,9,159,,,,,
,,,9,159,13.810173034667969,13.704794883728027,,,
,,,9,159,,,3.4231715202331543,3.0900704860687256,0.3331012725830078
0.4052867293357849,0.131956547498703,0.2733301818370819,10,169,,,,,
,,,10,175,16.44229507446289,16.331533432006836,,,
,,,10,175,,,2.1448986530303955,1.8189483880996704,0.3259505331516266
5.324251174926758,5.091361999511719,0.23288941383361816,11,179,,,,,
0.264262855052948,8.951339987106621e-05,0.26417332887649536,11,189,,,,,
,,,11,191,21.086606979370117,20.995378494262695,,,
,,,11,191,,,2.8382153511047363,2.531385660171509,0.3068297803401947
3.091704845428467,2.793816328048706,0.2978886067867279,12,199,,,,,
,,,12,207,11.613643646240234,11.498183250427246,,,
,,,12,207,,,2.2542169094085693,1.9673992395401,0.28681787848472595
3.676023006439209,3.2709600925445557,0.4050629138946533,13,209,,,,,
8.751228332519531,8.480222702026367,0.2710060775279999,13,219,,,,,
,,,13,223,25.942543029785156,25.797849655151367,,,
,,,13,223,,,3.361882209777832,3.036024570465088,0.32585757970809937
3.5858826637268066,3.277242660522461,0.3086399435997009,14,229,,,,,
0.5802954435348511,0.0,0.5802954435348511,14,239,,,,,
,,,14,239,55.17573547363281,55.11052703857422,,,
,,,14,239,,,5.021119594573975,4.67824125289917,0.34287846088409424
5.635988712310791,5.177879333496094,0.45810940861701965,15,249,,,,,
,,,15,255,66.8321762084961,66.7481460571289,,,
,,,15,255,,,1.438772439956665,1.127745509147644,0.3110269010066986
5.251089572906494,5.002256870269775,0.24883247911930084,16,259,,,,,
5.0869221687316895,4.777891159057617,0.30903100967407227,16,269,,,,,
,,,16,271,20.78948402404785,20.680124282836914,,,
,,,16,271,,,4.143350124359131,3.809305429458618,0.3340449929237366
0.623071014881134,0.3013986349105835,0.32167237997055054,17,279,,,,,
,,,17,287,33.8324089050293,33.75382995605469,,,
,,,17,287,,,3.0523834228515625,2.7395339012145996,0.31284987926483154
9.12813663482666,8.76226806640625,0.36586853861808777,18,289,,,,,
4.769576072692871,4.377579212188721,0.3919966518878937,18,299,,,,,
,,,18,303,32.68519592285156,32.622833251953125,,,
,,,18,303,,,2.8628599643707275,2.5460281372070312,0.3168317377567291
6.640427112579346,6.244372367858887,0.39605459570884705,19,309,,,,,
0.5973790884017944,0.22702956199645996,0.37034955620765686,19,319,,,,,
,,,19,319,56.72994613647461,56.64897537231445,,,
,,,19,319,,,2.6163933277130127,2.2813479900360107,0.3350450098514557
0.36158376932144165,0.0,0.36158376932144165,20,329,,,,,
,,,20,335,100.54170989990234,100.43822479248047,,,
,,,20,335,,,2.1424202919006348,1.8298693895339966,0.31255078315734863
6.049802303314209,5.701783180236816,0.34801924228668213,21,339,,,,,
10.833646774291992,10.008307456970215,0.8253388404846191,21,349,,,,,
,,,21,351,22.16552734375,21.970678329467773,,,
,,,21,351,,,7.002854824066162,6.528494358062744,0.47436001896858215
4.723499774932861,3.9515857696533203,0.7719141840934753,22,359,,,,,
,,,22,367,12.743670463562012,12.409972190856934,,,
,,,22,367,,,10.43310260772705,9.480595588684082,0.9525071382522583
24.366609573364258,22.613632202148438,1.7529773712158203,23,369,,,,,
2.144838809967041,0.00030024407897144556,2.144538640975952,23,379,,,,,
,,,23,383,25.43328285217285,24.530424118041992,,,
,,,23,383,,,16.145145416259766,13.824531555175781,2.320611000061035
6.305992126464844,4.529480457305908,1.776511788368225,24,389,,,,,
0.8793636560440063,0.3047425150871277,0.5746211409568787,24,399,,,,,
,,,24,399,51.43418884277344,51.34320831298828,,,
,,,24,399,,,4.362295627593994,2.753361701965332,1.6089340448379517
3.189785957336426,2.5307888984680176,0.658997118473053,25,409,,,,,
,,,25,415,173.31430053710938,172.92459106445312,,,
,,,25,415,,,8.88490104675293,7.875146389007568,1.0097559690475464
32.8183479309082,30.42265510559082,2.3956923484802246,26,419,,,,,
27.72344207763672,4.366972923278809,23.356468200683594,26,429,,,,,
,,,26,431,70.05988311767578,47.41704559326172,,,
,,,26,431,,,91.47754669189453,78.63550567626953,12.842041969299316
63.284584045410156,55.21915054321289,8.065434455871582,27,439,,,,,
,,,27,447,26.260581970214844,18.388883590698242,,,
,,,27,447,,,43.382328033447266,33.46977233886719,9.91254997253418
32.23496627807617,19.44969367980957,12.785272598266602,28,449,,,,,
53.10285568237305,45.147193908691406,7.955663204193115,28,459,,,,,
,,,28,463,129.89297485351562,126.69149780273438,,,
,,,28,463,,,81.48717498779297,69.80668640136719,11.68048095703125
28.51879119873047,22.880878448486328,5.637913227081299,29,469,,,,,
328.3898620605469,309.8043212890625,18.585542678833008,29,479,,,,,
,,,29,479,207.6996307373047,204.90394592285156,,,
,,,29,479,,,81.3871078491211,74.22824096679688,7.1588521003723145
94.36094665527344,76.79638671875,17.564563751220703,30,489,,,,,
,,,30,495,140.65428161621094,138.99642944335938,,,
,,,30,495,,,164.98721313476562,151.8373565673828,13.149837493896484
65.78125762939453,53.85040283203125,11.930854797363281,31,499,,,,,
67.50938415527344,39.169803619384766,28.339582443237305,31,509,,,,,
,,,31,511,73.37689971923828,72.72781372070312,,,
,,,31,511,,,121.48807525634766,104.24545288085938,17.242624282836914
20.2387752532959,3.0783705711364746,17.160404205322266,32,519,,,,,
,,,32,527,50.25564956665039,50.172786712646484,,,
,,,32,527,,,47.47865295410156,33.73322296142578,13.7454252243042
38.30967330932617,26.240379333496094,12.069293022155762,33,529,,,,,
37.313819885253906,22.67885971069336,14.634960174560547,33,539,,,,,
,,,33,543,32.807899475097656,28.942176818847656,,,
,,,33,543,,,56.11186981201172,44.63554000854492,11.476332664489746
44.122657775878906,32.56923294067383,11.553423881530762,34,549,,,,,
21.144166946411133,15.039810180664062,6.1043572425842285,34,559,,,,,
,,,34,559,20.397232055664062,20.227676391601562,,,
,,,34,559,,,39.58271789550781,28.767343521118164,10.815376281738281
22.098037719726562,15.000253677368164,7.097784996032715,35,569,,,,,
,,,35,575,31.370262145996094,25.352439880371094,,,
,,,35,575,,,31.969615936279297,24.358421325683594,7.6111931800842285
28.868267059326172,19.760541915893555,9.107726097106934,36,579,,,,,
36.23318099975586,28.92154312133789,7.311636924743652,36,589,,,,,
,,,36,591,28.765098571777344,27.503374099731445,,,
,,,36,591,,,21.99616813659668,13.673542976379395,8.322624206542969
17.57494354248047,9.2283296585083,8.346612930297852,37,599,,,,,
,,,37,607,46.509727478027344,46.11347198486328,,,
,,,37,607,,,20.71057891845703,13.644474983215332,7.066102504730225
15.200155258178711,9.588470458984375,5.611685276031494,38,609,,,,,
14.288309097290039,7.985791206359863,6.302517414093018,38,619,,,,,
,,,38,623,32.29972457885742,30.497819900512695,,,
,,,38,623,,,16.679553985595703,11.333864212036133,5.345689296722412
5.017707347869873,0.7831730246543884,4.23453426361084,39,629,,,,,
4.864409923553467,0.0,4.864409923553467,39,639,,,,,
,,,39,639,28.703025817871094,27.40130043029785,,,
,,,39,639,,,14.649754524230957,10.177119255065918,4.472634315490723
10.326351165771484,6.071622848510742,4.254728317260742,40,649,,,,,
,,,40,655,23.553367614746094,23.08234214782715,,,
,,,40,655,,,11.49536418914795,7.836654186248779,3.658710479736328
6.271562576293945,2.6898980140686035,3.5816643238067627,41,659,,,,,
18.28031349182129,14.548986434936523,3.731327772140503,41,669,,,,,
,,,41,671,19.278003692626953,18.818363189697266,,,
,,,41,671,,,13.176464080810547,9.894402503967285,3.2820606231689453
8.21259880065918,5.023131370544434,3.189467668533325,42,679,,,,,
,,,42,687,23.931194305419922,23.478239059448242,,,
,,,42,687,,,18.81624984741211,15.23320198059082,3.5830492973327637
16.256677627563477,13.069707870483398,3.1869704723358154,43,689,,,,,
14.410089492797852,11.024628639221191,3.385460615158081,43,699,,,,,
,,,43,703,109.98375701904297,108.73159790039062,,,
,,,43,703,,,12.427849769592285,8.457213401794434,3.9706358909606934
32.404640197753906,23.883499145507812,8.521142959594727,44,709,,,,,
45.1219596862793,35.633338928222656,9.48862075805664,44,719,,,,,
,,,44,719,61.9567985534668,49.472843170166016,,,
,,,44,719,,,15.847012519836426,7.042929172515869,8.804084777832031
34.283416748046875,25.97589111328125,8.307525634765625,45,729,,,,,
,,,45,735,73.93817138671875,67.43704986572266,,,
,,,45,735,,,17.497323989868164,9.063395500183105,8.433929443359375
5.781646251678467,0.0,5.781646251678467,46,739,,,,,
6.602774143218994,2.6263933181762695,3.9763808250427246,46,749,,,,,
,,,46,751,59.602867126464844,57.051544189453125,,,
,,,46,751,,,10.775951385498047,5.838893413543701,4.937057971954346
4.188325881958008,0.00021442426077555865,4.188111305236816,47,759,,,,,
,,,47,767,45.16868209838867,43.22112274169922,,,
,,,47,767,,,6.934637069702148,4.158819675445557,2.775817394256592
53.06951141357422,49.71690368652344,3.3526084423065186,48,769,,,,,
12.58463191986084,9.87690544128418,2.70772647857666,48,779,,,,,
,,,48,783,80.88137817382812,79.59795379638672,,,
,,,48,783,,,17.353551864624023,14.292882919311523,3.0606701374053955
31.270570755004883,26.44762420654297,4.822947025299072,49,789,,,,,
1.9432880878448486,0.0,1.9432880878448486,49,799,,,,,
,,,49,799,52.46406173706055,49.902252197265625,,,
,,,49,799,,,12.07817268371582,9.020369529724121,3.057802438735962
11.950335502624512,8.841940879821777,3.1083948612213135,50,809,,,,,
,,,50,815,61.214195251464844,60.149845123291016,,,
,,,50,815,,,11.4314603805542,8.055008888244629,3.3764514923095703
3.62158465385437,0.0,3.62158465385437,51,819,,,,,
9.244376182556152,5.9046430587768555,3.339733362197876,51,829,,,,,
,,,51,831,109.94747924804688,109.81550598144531,,,
,,,51,831,,,7.602409362792969,4.297688007354736,3.3047213554382324
18.792041778564453,12.359820365905762,6.432220458984375,52,839,,,,,
,,,52,847,100.229736328125,100.1799087524414,,,
,,,52,847,,,26.064437866210938,20.671417236328125,5.3930134773254395
10.072556495666504,5.707092761993408,4.365463733673096,53,849,,,,,
6.4962615966796875,3.4285478591918945,3.067713499069214,53,859,,,,,
,,,53,863,33.86758041381836,33.80762481689453,,,
,,,53,863,,,10.888300895690918,6.656797885894775,4.231503009796143
9.497432708740234,6.408763408660889,3.088669538497925,54,869,,,,,
2.3331711292266846,0.0,2.3331711292266846,54,879,,,,,
,,,54,879,32.44477844238281,32.402732849121094,,,
,,,54,879,,,7.925492763519287,4.5695295333862305,3.355963706970215
4.733762741088867,1.6516238451004028,3.082138776779175,55,889,,,,,
,,,55,895,32.74595642089844,32.67644119262695,,,
,,,55,895,,,5.746641635894775,3.3342015743255615,2.412440776824951
1.2815874814987183,0.0,1.2815874814987183,56,899,,,,,
10.016105651855469,8.124977111816406,1.8911280632019043,56,909,,,,,
,,,56,911,32.968116760253906,32.83950424194336,,,
,,,56,911,,,6.92027473449707,4.277036190032959,2.6432387828826904
4.471925258636475,2.3960254192352295,2.075899839401245,57,919,,,,,
,,,57,927,84.81473541259766,84.61552429199219,,,
,,,57,927,,,8.617076873779297,5.553514003753662,3.063563108444214
4.337426662445068,1.7573693990707397,2.580057382583618,58,929,,,,,
3.032447576522827,2.6038694613816915e-06,3.032444953918457,58,939,,,,,
,,,58,943,128.75697326660156,128.6693572998047,,,
,,,58,943,,,6.403848648071289,3.099611282348633,3.304236888885498
14.193388938903809,12.250022888183594,1.9433659315109253,59,949,,,,,
1.144263505935669,1.9868213740892315e-08,1.144263505935669,59,959,,,,,
,,,59,959,87.83788299560547,87.79702758789062,,,
,,,59,959,,,6.298763275146484,3.9652774333953857,2.333486318588257
3.535003662109375,0.0,3.535003662109375,60,969,,,,,
,,,60,975,82.96613311767578,82.92852783203125,,,
,,,60,975,,,3.555499792098999,1.522750735282898,2.0327494144439697
1.6605490446090698,0.27522769570350647,1.3853213787078857,61,979,,,,,
0.6629624962806702,0.0067430525086820126,0.6562194228172302,61,989,,,,,
,,,61,991,74.81446075439453,74.73223876953125,,,
,,,61,991,,,3.5560967922210693,1.4705146551132202,2.0855824947357178
1.2138359546661377,0.4376346170902252,0.7762013673782349,62,999,,,,,
,,,62,1007,86.55136108398438,86.42720031738281,,,
,,,62,1007,,,4.097292900085449,2.4530012607574463,1.6442915201187134
3.315474033355713,0.6915456056594849,2.6239283084869385,63,1009,,,,,
1.3984694480895996,0.3148994743824005,1.0835700035095215,63,1019,,,,,
,,,63,1023,100.67675018310547,100.57653045654297,,,
,,,63,1023,,,3.6457808017730713,2.140296697616577,1.5054843425750732
2.3029978275299072,0.0,2.3029978275299072,64,1029,,,,,
0.4089069962501526,0.0,0.4089069962501526,64,1039,,,,,
,,,64,1039,81.40438842773438,81.35205841064453,,,
,,,64,1039,,,4.126002311706543,2.7622265815734863,1.363775610923767
3.29620623588562,2.3449320793151855,0.9512741565704346,65,1049,,,,,
,,,65,1055,84.91478729248047,84.8611831665039,,,
,,,65,1055,,,1.825736165046692,0.7767961621284485,1.0489399433135986
4.9603800773620605,3.1921255588531494,1.7682546377182007,66,1059,,,,,
1.163080096244812,0.3809741139411926,0.7821059823036194,66,1069,,,,,
,,,66,1071,29.329030990600586,29.249731063842773,,,
,,,66,1071,,,4.365472316741943,2.8819143772125244,1.4835588932037354
22.330509185791016,21.25242805480957,1.0780802965164185,67,1079,,,,,
,,,67,1087,32.22367858886719,31.773061752319336,,,
,,,67,1087,,,4.36516809463501,3.093759536743164,1.271408200263977
2.8994576930999756,0.11517269164323807,2.784285068511963,68,1089,,,,,
4.773489952087402,2.1018481254577637,2.6716420650482178,68,1099,,,,,
,,,68,1103,36.348358154296875,35.822166442871094,,,
,,,68,1103,,,3.507582664489746,1.6398818492889404,1.8677003383636475
8.034248352050781,6.455463409423828,1.5787848234176636,69,1109,,,,,
9.161190032958984,0.0,9.161190032958984,69,1119,,,,,
,,,69,1119,35.2626838684082,35.065399169921875,,,
,,,69,1119,,,3.8392391204833984,2.3161957263946533,1.5230435132980347
0.776691198348999,0.0,0.776691198348999,70,1129,,,,,
,,,70,1135,38.59104919433594,38.408565521240234,,,
,,,70,1135,,,2.7034521102905273,1.289994478225708,1.4134576320648193
8.666707992553711,7.23811674118042,1.4285914897918701,71,1139,,,,,
2.1191840171813965,0.762747049331665,1.356436848640442,71,1149,,,,,
,,,71,1151,46.21489715576172,46.11225509643555,,,
,,,71,1151,,,2.315723419189453,1.1096478700637817,1.2060753107070923
4.087588787078857,3.5432887077331543,0.5443000197410583,72,1159,,,,,
,,,72,1167,47.38606262207031,47.2746467590332,,,
,,,72,1167,,,3.1732430458068848,2.2484819889068604,0.9247614145278931
0.46598711609840393,0.0,0.46598711609840393,73,1169,,,,,
0.6634924411773682,0.0,0.6634924411773682,73,1179,,,,,
,,,73,1183,46.737422943115234,46.524742126464844,,,
,,,73,1183,,,2.7248640060424805,1.807164192199707,0.9176998138427734
2.0232367515563965,0.9621530771255493,1.0610835552215576,74,1189,,,,,
1.0796408653259277,0.0,1.0796408653259277,74,1199,,,,,
,,,74,1199,48.73805236816406,48.55083084106445,,,
,,,74,1199,,,3.3531978130340576,2.3249781131744385,1.0282198190689087
3.679805278778076,3.048511028289795,0.6312943696975708,75,1209,,,,,
,,,75,1215,42.73707580566406,42.542510986328125,,,
,,,75,1215,,,3.3564088344573975,2.433755874633789,0.9226530194282532
5.53413200378418,4.9298200607299805,0.6043117046356201,76,1219,,,,,
4.805624961853027,3.6987600326538086,1.1068648099899292,76,1229,,,,,
,,,76,1231,71.56179809570312,71.38239288330078,,,
,,,76,1231,,,3.1409101486206055,2.1470890045166016,0.9938206076622009
10.13110065460205,8.974438667297363,1.1566619873046875,77,1239,,,,,
,,,77,1247,168.69187927246094,167.2069549560547,,,
,,,77,1247,,,119.61083221435547,118.19767761230469,1.4131416082382202
87.69933319091797,83.97163391113281,3.7276968955993652,78,1249,,,,,
46.96391296386719,40.538978576660156,6.424936294555664,78,1259,,,,,
,,,78,1263,237.64210510253906,236.25692749023438,,,
,,,78,1263,,,38.88345718383789,33.04841232299805,5.835043430328369
25.768417358398438,20.43942642211914,5.328991413116455,79,1269,,,,,
15.59200382232666,6.341963768005371,9.250040054321289,79,1279,,,,,
,,,79,1279,114.93708038330078,114.70629119873047,,,
,,,79,1279,,,53.5717887878418,45.87833786010742,7.693455696105957
7.637036323547363,0.0,7.637036323547363,80,1289,,,,,
,,,80,1295,63.07760238647461,62.78239822387695,,,
,,,80,1295,,,35.0970458984375,25.053964614868164,10.043087005615234
103.47761535644531,87.36954498291016,16.108068466186523,81,1299,,,,,
69.01116943359375,62.5117073059082,6.499464511871338,81,1309,,,,,
,,,81,1311,264.885009765625,264.5674133300781,,,
,,,81,1311,,,107.31652069091797,98.58673095703125,8.729787826538086
375.8512268066406,363.0457763671875,12.805452346801758,82,1319,,,,,
,,,82,1327,282.230712890625,264.5689697265625,,,
,,,82,1327,,,155.72454833984375,139.3729248046875,16.351634979248047
196.59378051757812,157.3306884765625,39.26309585571289,83,1329,,,,,
175.863525390625,140.28033447265625,35.58319091796875,83,1339,,,,,
,,,83,1343,242.00559997558594,218.35763549804688,,,
,,,83,1343,,,261.73944091796875,222.1191864013672,39.620262145996094
247.62255859375,204.41754150390625,43.205013275146484,84,1349,,,,,
60.91962432861328,0.0,60.91962432861328,84,1359,,,,,
,,,84,1359,544.9046020507812,495.9645690917969,,,
,,,84,1359,,,419.8646240234375,372.1623840332031,47.70218276977539
955.9044189453125,874.59326171875,81.31112670898438,85,1369,,,,,
,,,85,1375,2752.518798828125,2668.18212890625,,,
,,,85,1375,,,1349.8111572265625,1284.465576171875,65.34571838378906
2029.7503662109375,1907.8145751953125,121.93576049804688,86,1379,,,,,
593.3052368164062,477.29498291015625,116.0102767944336,86,1389,,,,,
,,,86,1391,1447.208740234375,1371.5133056640625,,,
,,,86,1391,,,1446.613525390625,1326.4473876953125,120.16610717773438
270.2646484375,183.182861328125,87.081787109375,87,1399,,,,,
,,,87,1407,198.69204711914062,146.96041870117188,,,
,,,87,1407,,,506.5586853027344,433.17974853515625,73.37890625
278.65716552734375,212.98814392089844,65.66902923583984,88,1409,,,,,
181.0369415283203,74.31578063964844,106.72116088867188,88,1419,,,,,
,,,88,1423,1003.5537719726562,917.819580078125,,,
,,,88,1423,,,521.8604736328125,434.68927001953125,87.17120361328125
584.359619140625,487.4339599609375,96.9256820678711,89,1429,,,,,
54.67537307739258,0.0,54.67537307739258,89,1439,,,,,
,,,89,1439,360.6908874511719,318.309814453125,,,
,,,89,1439,,,627.7333374023438,535.5122680664062,92.22109985351562
279.8075256347656,179.63528442382812,100.17224884033203,90,1449,,,,,
,,,90,1455,375.2923889160156,361.8601989746094,,,
,,,90,1455,,,284.5803527832031,195.2115020751953,89.36886596679688
101.49642944335938,24.529476165771484,76.96694946289062,91,1459,,,,,
279.36566162109375,139.12261962890625,140.24305725097656,91,1469,,,,,
,,,91,1471,1139.767822265625,1134.96875,,,
,,,91,1471,,,489.4748840332031,368.95361328125,120.52128601074219
404.8515625,282.0141906738281,122.83737182617188,92,1479,,,,,
,,,92,1487,113.49305725097656,92.83357238769531,,,
,,,92,1487,,,936.85205078125,809.1476440429688,127.70446014404297
304.1311340332031,190.39230346679688,113.73883819580078,93,1489,,,,,
228.97219848632812,92.88656616210938,136.08563232421875,93,1499,,,,,
,,,93,1503,623.5916137695312,616.7056274414062,,,
,,,93,1503,,,304.9629821777344,171.95050048828125,133.01248168945312
276.0071716308594,137.83706665039062,138.17010498046875,94,1509,,,,,
44.77339172363281,0.0,44.77339172363281,94,1519,,,,,
,,,94,1519,271.827392578125,264.141357421875,,,
,,,94,1519,,,300.1336975097656,212.20394897460938,87.92977142333984
193.51075744628906,65.29765319824219,128.21310424804688,95,1529,,,,,
,,,95,1535,254.3812713623047,228.2623291015625,,,
,,,95,1535,,,255.65451049804688,146.294677734375,109.35980987548828
210.01950073242188,103.36559295654297,106.65391540527344,96,1539,,,,,
1087.1011962890625,946.2883911132812,140.81280517578125,96,1549,,,,,
,,,96,1551,1983.2974853515625,1960.489013671875,,,
,,,96,1551,,,2392.37109375,2283.08154296875,109.28971099853516
764.7122192382812,652.8192138671875,111.89302062988281,97,1559,,,,,
,,,97,1567,792.899658203125,747.9230346679688,,,
,,,97,1567,,,865.0870361328125,746.0780029296875,119.00907897949219
729.504638671875,562.5089111328125,166.99574279785156,98,1569,,,,,
547.9407348632812,401.13494873046875,146.8057861328125,98,1579,,,,,
,,,98,1583,435.9440612792969,350.7322692871094,,,
,,,98,1583,,,1171.627685546875,1022.9921264648438,148.6357879638672
181.22781372070312,54.587677001953125,126.64013671875,99,1589,,,,,
1009.9050903320312,936.672607421875,73.23247528076172,99,1599,,,,,
,,,99,1599,442.071044921875,382.2425842285156,,,
,,,99,1599,,,425.7235107421875,292.3044128417969,133.41909790039062
