epoch,step,train_concept_loss_epoch,train_concept_loss_step,train_loss_epoch,train_loss_step,train_task_loss_epoch,train_task_loss_step,val_concept_loss,val_loss,val_task_loss
0,9,,0.5303781628608704,,6.79461669921875,,6.264238357543945,,,
0,12,,,,,,,0.5109601616859436,2.6830954551696777,2.172135353088379
0,12,0.5820716619491577,,7.53476095199585,,6.9526896476745605,,,,
1,19,,0.40757298469543457,,4.03662109375,,3.6290483474731445,,,
1,25,,,,,,,0.37281256914138794,5.866580963134766,5.493767738342285
1,25,0.40614351630210876,,3.0877606868743896,,2.681617259979248,,,,
2,29,,0.3091432452201843,,3.857539415359497,,3.548396110534668,,,
2,38,,,,,,,0.19281458854675293,3.5190162658691406,3.3262016773223877
2,38,0.3163122236728668,,4.47802209854126,,4.161709785461426,,,,
3,39,,0.08516709506511688,,0.9470216631889343,,0.8618545532226562,,,
3,49,,0.25328370928764343,,1.399377465248108,,1.146093726158142,,,
3,51,,,,,,,0.17199170589447021,2.976578950881958,2.8045876026153564
3,51,0.18957169353961945,,2.379715919494629,,2.1901440620422363,,,,
4,59,,0.125601664185524,,1.0586936473846436,,0.9330919981002808,,,
4,64,,,,,,,0.18595924973487854,2.927206039428711,2.7412467002868652
4,64,0.17410296201705933,,1.915091872215271,,1.7409889698028564,,,,
5,69,,0.2719041407108307,,2.641124963760376,,2.369220733642578,,,
5,77,,,,,,,0.18789391219615936,3.0315794944763184,2.8436856269836426
5,77,0.16407780349254608,,2.125391721725464,,1.9613134860992432,,,,
6,79,,0.08523650467395782,,0.6556436419487,,0.5704071521759033,,,
6,89,,0.18665771186351776,,3.948054552078247,,3.761396884918213,,,
6,90,,,,,,,0.1747698038816452,2.8984620571136475,2.7236921787261963
6,90,0.16887730360031128,,2.284710168838501,,2.115833044052124,,,,
7,99,,0.22130687534809113,,2.1118173599243164,,1.8905105590820312,,,
7,103,,,,,,,0.17141413688659668,2.9513144493103027,2.779900312423706
7,103,0.15837477147579193,,1.6138660907745361,,1.4554914236068726,,,,
8,109,,0.08909379690885544,,0.35044318437576294,,0.2613493800163269,,,
8,116,,,,,,,0.1930343210697174,3.500343084335327,3.3073089122772217
8,116,0.15402063727378845,,1.3327587842941284,,1.1787382364273071,,,,
9,119,,0.1679425984621048,,1.9538629055023193,,1.785920262336731,,,
9,129,,0.052138861268758774,,0.5619082450866699,,0.5097693800926208,,,
9,129,,,,,,,0.1669011265039444,3.3069825172424316,3.1400814056396484
9,129,0.16879168152809143,,1.6584385633468628,,1.4896467924118042,,,,
10,139,,0.14810732007026672,,2.010361671447754,,1.8622543811798096,,,
10,142,,,,,,,0.17247004806995392,2.8080058097839355,2.635535717010498
10,142,0.1590740978717804,,1.3782824277877808,,1.2192083597183228,,,,
11,149,,0.1008044183254242,,0.4801025688648224,,0.3792981505393982,,,
11,155,,,,,,,0.18251360952854156,4.67323637008667,4.490723133087158
11,155,0.1565600484609604,,1.2410335540771484,,1.0844734907150269,,,,
12,159,,0.12245012819766998,,0.28848934173583984,,0.16603922843933105,,,
12,168,,,,,,,0.172305166721344,2.358433723449707,2.1861283779144287
12,168,0.15620684623718262,,1.4464017152786255,,1.2901948690414429,,,,
13,169,,0.14641234278678894,,0.2829529047012329,,0.13654056191444397,,,
13,179,,0.1356278657913208,,0.9260032176971436,,0.7903753519058228,,,
13,181,,,,,,,0.17057283222675323,2.8388826847076416,2.6683096885681152
13,181,0.1720690131187439,,1.6706390380859375,,1.498570203781128,,,,
14,189,,0.13649475574493408,,0.8127977848052979,,0.6763030290603638,,,
14,194,,,,,,,0.17952512204647064,3.325293779373169,3.145768880844116
14,194,0.1570797860622406,,1.4578862190246582,,1.3008062839508057,,,,
15,199,,0.11638319492340088,,0.27702924609184265,,0.16064605116844177,,,
15,207,,,,,,,0.16984324157238007,2.931087017059326,2.7612438201904297
15,207,0.16515730321407318,,1.6916700601577759,,1.5265127420425415,,,,
16,209,,0.08564196527004242,,0.8599667549133301,,0.7743247747421265,,,
16,219,,0.14139579236507416,,0.565959095954895,,0.42456328868865967,,,
16,220,,,,,,,0.1711934506893158,3.4268157482147217,3.255622148513794
16,220,0.15067839622497559,,1.1547690629959106,,1.004090666770935,,,,
17,229,,0.13933490216732025,,0.36624467372894287,,0.22690977156162262,,,
17,233,,,,,,,0.17244452238082886,4.0731072425842285,3.900662899017334
17,233,0.1576714962720871,,1.2624090909957886,,1.104737639427185,,,,
18,239,,0.14300601184368134,,0.868447482585907,,0.7254414558410645,,,
18,246,,,,,,,0.1704377979040146,2.9468626976013184,2.7764248847961426
18,246,0.1620604544878006,,1.7465486526489258,,1.5844883918762207,,,,
19,249,,0.1954885870218277,,0.7211475968360901,,0.5256590247154236,,,
19,259,,0.36432164907455444,,0.367779940366745,,0.003458277555182576,,,
19,259,,,,,,,0.17975935339927673,2.8780322074890137,2.698272943496704
19,259,0.1651884913444519,,1.2395774126052856,,1.074388861656189,,,,
20,269,,0.12891839444637299,,0.5853174328804016,,0.45639902353286743,,,
20,272,,,,,,,0.17374446988105774,2.7302799224853516,2.556535482406616
20,272,0.16019207239151,,1.5932285785675049,,1.43303644657135,,,,
21,279,,0.18043303489685059,,2.8315775394439697,,2.651144504547119,,,
21,285,,,,,,,0.24462759494781494,3.5377652645111084,3.293137550354004
21,285,0.17257444560527802,,1.5555799007415771,,1.3830053806304932,,,,
22,289,,0.13633006811141968,,0.1368323266506195,,0.0005022585391998291,,,
22,298,,,,,,,0.2037789672613144,4.713650226593018,4.509871482849121
22,298,0.17211385071277618,,1.2500102519989014,,1.0778964757919312,,,,
23,299,,0.19858117401599884,,3.4071199893951416,,3.208538770675659,,,
23,309,,0.2332540899515152,,1.7509633302688599,,1.5177092552185059,,,
23,311,,,,,,,0.20078568160533905,2.621738910675049,2.4209535121917725
23,311,0.17594000697135925,,1.530145287513733,,1.3542052507400513,,,,
24,319,,0.15833710134029388,,1.9328399896621704,,1.7745028734207153,,,
24,324,,,,,,,0.1644039750099182,2.9696810245513916,2.8052773475646973
24,324,0.16132862865924835,,1.201184868812561,,1.0398560762405396,,,,
25,329,,0.09654498100280762,,1.85177481174469,,1.7552298307418823,,,
25,337,,,,,,,0.16109734773635864,3.283737897872925,3.122640609741211
25,337,0.1576196253299713,,1.0460469722747803,,0.8884275555610657,,,,
26,339,,0.20269666612148285,,2.1733152866363525,,1.9706186056137085,,,
26,349,,0.1160648763179779,,2.2678463459014893,,2.1517815589904785,,,
26,350,,,,,,,0.3203341066837311,2.799288034439087,2.4789538383483887
26,350,0.30617207288742065,,2.7757511138916016,,2.469578742980957,,,,
27,359,,0.276302695274353,,1.6393656730651855,,1.3630629777908325,,,
27,363,,,,,,,0.21563096344470978,3.3031694889068604,3.087538719177246
27,363,0.2425803542137146,,2.658041000366211,,2.4154608249664307,,,,
28,369,,0.3603891134262085,,6.468286991119385,,6.107897758483887,,,
28,376,,,,,,,0.21100768446922302,3.9056191444396973,3.6946113109588623
28,376,0.24978859722614288,,2.994340419769287,,2.744551181793213,,,,
29,379,,0.2770111560821533,,4.799802780151367,,4.522791385650635,,,
29,389,,0.05307140201330185,,0.054123543202877045,,0.0010521411895751953,,,
29,389,,,,,,,0.1968419998884201,4.372414588928223,4.175572395324707
29,389,0.1969517171382904,,1.7724546194076538,,1.575502634048462,,,,
30,399,,0.18851040303707123,,2.4788429737091064,,2.290332555770874,,,
30,402,,,,,,,0.19223225116729736,11.128835678100586,10.936603546142578
30,402,0.16485030949115753,,1.0509661436080933,,0.8861157298088074,,,,
31,409,,0.22784288227558136,,1.821645975112915,,1.59380304813385,,,
31,415,,,,,,,0.21250036358833313,10.390199661254883,10.177699089050293
31,415,0.1704578995704651,,1.256381630897522,,1.0859239101409912,,,,
32,419,,0.13663023710250854,,0.9644201397895813,,0.8277899026870728,,,
32,428,,,,,,,0.21252459287643433,5.180285930633545,4.967761516571045
32,428,0.187734916806221,,1.8400877714157104,,1.6523526906967163,,,,
33,429,,0.235671728849411,,2.0339598655700684,,1.798288106918335,,,
33,439,,0.22922107577323914,,1.3996158838272095,,1.170394778251648,,,
33,441,,,,,,,0.21177299320697784,5.489065170288086,5.277292251586914
33,441,0.21979480981826782,,2.5791797637939453,,2.3593850135803223,,,,
34,449,,0.12114788591861725,,0.8266414403915405,,0.7054935693740845,,,
34,454,,,,,,,0.2713529169559479,16.060749053955078,15.789397239685059
34,454,0.24537110328674316,,2.937238931655884,,2.6918680667877197,,,,
35,459,,0.2372869998216629,,2.205723762512207,,1.9684367179870605,,,
35,467,,,,,,,0.2583751380443573,16.242496490478516,15.984121322631836
35,467,0.22591057419776917,,1.7621524333953857,,1.5362417697906494,,,,
36,469,,0.09330864250659943,,1.8561934232711792,,1.7628847360610962,,,
36,479,,0.41929054260253906,,1.8608388900756836,,1.4415483474731445,,,
36,480,,,,,,,0.24953284859657288,4.178621768951416,3.929089069366455
36,480,0.26064446568489075,,1.8225502967834473,,1.5619059801101685,,,,
37,489,,0.1988319307565689,,2.463768482208252,,2.2649364471435547,,,
37,493,,,,,,,0.2116718888282776,7.834185600280762,7.622513771057129
37,493,0.21844692528247833,,1.5495742559432983,,1.331127405166626,,,,
38,499,,0.1429102122783661,,0.5632431507110596,,0.4203329384326935,,,
38,506,,,,,,,0.23528188467025757,9.462468147277832,9.227185249328613
38,506,0.19188648462295532,,1.2658904790878296,,1.074004054069519,,,,
39,509,,0.24601325392723083,,0.4343408942222595,,0.1883276253938675,,,
39,519,,0.5489032864570618,,0.5508219599723816,,0.001918692491017282,,,
39,519,,,,,,,0.25062763690948486,10.230483055114746,9.97985553741455
39,519,0.205462247133255,,1.355535626411438,,1.1500732898712158,,,,
40,529,,0.13181060552597046,,1.0406508445739746,,0.9088402986526489,,,
40,532,,,,,,,0.19519981741905212,4.5056471824646,4.310446739196777
40,532,0.18517901003360748,,1.1048610210418701,,0.919681966304779,,,,
41,539,,0.12550808489322662,,0.4863590598106384,,0.3608509600162506,,,
41,545,,,,,,,0.19903546571731567,9.363751411437988,9.164715766906738
41,545,0.17576223611831665,,0.8555514812469482,,0.6797893047332764,,,,
42,549,,0.163808673620224,,1.6291229724884033,,1.465314269065857,,,
42,558,,,,,,,0.1903499811887741,7.383956432342529,7.193606853485107
42,558,0.18437042832374573,,0.9360301494598389,,0.7516595721244812,,,,
43,559,,0.12788815796375275,,0.16179899871349335,,0.0339108444750309,,,
43,569,,0.13607372343540192,,1.694252848625183,,1.5581791400909424,,,
43,571,,,,,,,0.20470303297042847,4.920923233032227,4.716220378875732
43,571,0.16997098922729492,,1.213692307472229,,1.0437215566635132,,,,
44,579,,0.13004353642463684,,2.0532376766204834,,1.9231940507888794,,,
44,584,,,,,,,0.24246373772621155,10.513786315917969,10.271322250366211
44,584,0.2340589463710785,,1.2585355043411255,,1.0244762897491455,,,,
45,589,,0.42523884773254395,,1.6541056632995605,,1.2288668155670166,,,
45,597,,,,,,,0.2219403088092804,5.584244728088379,5.362304210662842
45,597,0.222237229347229,,1.4203927516937256,,1.1981556415557861,,,,
46,599,,0.5023779273033142,,4.645051002502441,,4.142673015594482,,,
46,609,,0.1835133135318756,,1.6614229679107666,,1.4779096841812134,,,
46,610,,,,,,,0.21426193416118622,5.689723968505859,5.475461959838867
46,610,0.3013882637023926,,1.9279156923294067,,1.6265274286270142,,,,
47,619,,0.3237997889518738,,1.6936469078063965,,1.3698471784591675,,,
47,623,,,,,,,0.22575092315673828,14.731554985046387,14.505805015563965
47,623,0.22127817571163177,,1.1114470958709717,,0.8901687860488892,,,,
48,629,,0.3392593264579773,,1.4516782760620117,,1.1124190092086792,,,
48,636,,,,,,,0.26440948247909546,3.9616823196411133,3.697273015975952
48,636,0.20848481357097626,,1.5881282091140747,,1.379643440246582,,,,
49,639,,0.2440212368965149,,1.425872564315796,,1.1818513870239258,,,
49,649,,0.510278046131134,,0.5103166699409485,,3.859599746647291e-05,,,
49,649,,,,,,,0.23533287644386292,5.201901912689209,4.966568946838379
49,649,0.20250500738620758,,1.1146994829177856,,0.9121944904327393,,,,
50,659,,0.21118280291557312,,0.8437557220458984,,0.6325728893280029,,,
50,662,,,,,,,0.2140645831823349,8.419295310974121,8.205230712890625
50,662,0.18494991958141327,,1.0930843353271484,,0.9081344604492188,,,,
51,669,,0.16779908537864685,,1.9971753358840942,,1.829376220703125,,,
51,675,,,,,,,0.20437245070934296,7.053055763244629,6.8486833572387695
51,675,0.17686934769153595,,1.0264544486999512,,0.8495851755142212,,,,
52,679,,0.2974752187728882,,0.29747524857521057,,2.4174420687472775e-08,,,
52,688,,,,,,,0.2014877200126648,12.684697151184082,12.483210563659668
52,688,0.16902989149093628,,0.9575966000556946,,0.7885668277740479,,,,
53,689,,0.15115304291248322,,0.15115338563919067,,3.358732101332862e-07,,,
53,699,,0.2170114517211914,,1.8761321306228638,,1.6591206789016724,,,
53,701,,,,,,,0.27388596534729004,12.702157020568848,12.428271293640137
53,701,0.16836915910243988,,2.7283971309661865,,2.560027837753296,,,,
54,709,,0.25801295042037964,,1.6498496532440186,,1.3918366432189941,,,
54,714,,,,,,,0.2381931096315384,14.661781311035156,14.423588752746582
54,714,0.2758609652519226,,2.203315496444702,,1.9274547100067139,,,,
55,719,,0.21978840231895447,,1.327760100364685,,1.1079716682434082,,,
55,727,,,,,,,0.23596274852752686,13.44079875946045,13.204834938049316
55,727,0.2334969937801361,,1.2840064764022827,,1.0505095720291138,,,,
56,729,,0.30346307158470154,,1.0213840007781982,,0.7179208993911743,,,
56,739,,0.38673120737075806,,1.8968570232391357,,1.510125756263733,,,
56,740,,,,,,,0.4760158956050873,9.589990615844727,9.113975524902344
56,740,0.34581756591796875,,1.9878592491149902,,1.642041563987732,,,,
57,749,,0.1940109133720398,,1.3479855060577393,,1.1539746522903442,,,
57,753,,,,,,,0.31027156114578247,8.279768943786621,7.969497203826904
57,753,0.3796360492706299,,1.7931623458862305,,1.4135264158248901,,,,
58,759,,0.19620822370052338,,0.4073270857334137,,0.21111886203289032,,,
58,766,,,,,,,0.232107013463974,11.791300773620605,11.559194564819336
58,766,0.2531740963459015,,1.2223087549209595,,0.9691346883773804,,,,
59,769,,0.13581834733486176,,1.6373075246810913,,1.5014891624450684,,,
59,779,,0.06286800652742386,,1.6744651794433594,,1.6115971803665161,,,
59,779,,,,,,,0.19154955446720123,15.277398109436035,15.085847854614258
59,779,0.19569195806980133,,1.0754680633544922,,0.8797760009765625,,,,
60,789,,0.0833631381392479,,0.08532000333070755,,0.001956866355612874,,,
60,792,,,,,,,0.20439398288726807,33.301395416259766,33.09700393676758
60,792,0.17949840426445007,,1.248410940170288,,1.0689126253128052,,,,
61,799,,0.2092263549566269,,1.1032496690750122,,0.8940233588218689,,,
61,805,,,,,,,0.2890140116214752,4.074049472808838,3.7850353717803955
61,805,0.20965872704982758,,4.294939041137695,,4.0852813720703125,,,,
62,809,,0.2590693533420563,,4.744607448577881,,4.485538005828857,,,
62,818,,,,,,,0.23245465755462646,19.551401138305664,19.318946838378906
62,818,0.25403037667274475,,2.03090763092041,,1.7768771648406982,,,,
63,819,,0.3340841233730316,,1.8928799629211426,,1.5587958097457886,,,
63,829,,0.1639876365661621,,0.8493012189865112,,0.6853135824203491,,,
63,831,,,,,,,0.25186386704444885,14.979788780212402,14.727925300598145
63,831,0.19872961938381195,,1.6409672498703003,,1.4422377347946167,,,,
64,839,,0.13552765548229218,,59.96567916870117,,59.83015060424805,,,
64,844,,,,,,,0.3363990783691406,41.2416877746582,40.90529251098633
64,844,0.23493161797523499,,6.116523265838623,,5.881590366363525,,,,
65,849,,0.7193739414215088,,1.7052229642868042,,0.9858490228652954,,,
65,857,,,,,,,1.2620972394943237,26.374927520751953,25.11283302307129
65,857,0.6657789349555969,,13.68639087677002,,13.020612716674805,,,,
66,859,,0.8925138115882874,,3.6870858669281006,,2.794572114944458,,,
66,869,,1.2760529518127441,,2.1130101680755615,,0.8369571566581726,,,
66,870,,,,,,,1.5994786024093628,45.34796142578125,43.74848175048828
66,870,1.3302110433578491,,6.857423782348633,,5.527213096618652,,,,
67,879,,2.2282140254974365,,21.864107131958008,,19.635892868041992,,,
67,883,,,,,,,2.35658597946167,11.20287799835205,8.846292495727539
67,883,1.3635419607162476,,8.346542358398438,,6.983000755310059,,,,
68,889,,1.4538767337799072,,8.332582473754883,,6.878705978393555,,,
68,896,,,,,,,1.1131330728530884,27.46333122253418,26.350200653076172
68,896,1.7128487825393677,,7.048766613006592,,5.335917949676514,,,,
69,899,,1.3781367540359497,,4.865950107574463,,3.4878134727478027,,,
69,909,,1.8078620433807373,,1.8943709135055542,,0.0865088701248169,,,
69,909,,,,,,,1.0697015523910522,17.236377716064453,16.166675567626953
69,909,1.0003728866577148,,8.73665714263916,,7.736282825469971,,,,
70,919,,0.9854127764701843,,5.294069766998291,,4.308657169342041,,,
70,922,,,,,,,1.2716175317764282,64.73749542236328,63.46587371826172
70,922,1.159491777420044,,4.328444004058838,,3.168951988220215,,,,
71,929,,0.26905980706214905,,0.2778743505477905,,0.00881454348564148,,,
71,935,,,,,,,1.5685343742370605,39.684051513671875,38.11551284790039
71,935,1.3461426496505737,,5.754673957824707,,4.408531665802002,,,,
72,939,,1.825132131576538,,2.6819615364074707,,0.8568293452262878,,,
72,948,,,,,,,1.3972529172897339,46.4794807434082,45.08222961425781
72,948,1.2876975536346436,,3.5435385704040527,,2.25584077835083,,,,
73,949,,2.5966522693634033,,6.508075714111328,,3.911423683166504,,,
73,959,,1.2060099840164185,,1.2431539297103882,,0.03714394196867943,,,
73,961,,,,,,,1.0016244649887085,43.564414978027344,42.56278991699219
73,961,1.339707851409912,,4.249506950378418,,2.909799098968506,,,,
74,969,,1.2070772647857666,,9.18355655670166,,7.9764790534973145,,,
74,974,,,,,,,0.7517094016075134,21.5523681640625,20.800657272338867
74,974,0.9986995458602905,,3.55849552154541,,2.559795618057251,,,,
75,979,,1.0864983797073364,,3.954954147338867,,2.8684558868408203,,,
75,987,,,,,,,1.3394060134887695,27.34615707397461,26.006752014160156
75,987,0.7485762238502502,,6.945047378540039,,6.196471691131592,,,,
76,989,,2.0488240718841553,,23.247716903686523,,21.19889259338379,,,
76,999,,3.0908548831939697,,18.727807998657227,,15.63695240020752,,,
76,1000,,,,,,,2.678286075592041,13.602644920349121,10.924358367919922
76,1000,2.1004157066345215,,10.836358070373535,,8.735942840576172,,,,
77,1009,,2.616899251937866,,10.276792526245117,,7.65989351272583,,,
77,1013,,,,,,,2.9936492443084717,40.65275192260742,37.65910339355469
77,1013,2.8792755603790283,,14.21667194366455,,11.337397575378418,,,,
78,1019,,4.193868637084961,,34.11640167236328,,29.922534942626953,,,
78,1026,,,,,,,2.7553327083587646,117.6915283203125,114.93619537353516
78,1026,3.624647855758667,,24.646419525146484,,21.021772384643555,,,,
79,1029,,4.024837970733643,,52.400753021240234,,48.37591552734375,,,
79,1039,,3.537363290786743,,92.14423370361328,,88.60687255859375,,,
79,1039,,,,,,,3.448028802871704,56.67156219482422,53.223533630371094
79,1039,3.0036935806274414,,97.91107940673828,,94.90739440917969,,,,
80,1049,,1.9763648509979248,,13.302621841430664,,11.32625675201416,,,
80,1052,,,,,,,2.272463321685791,22.452930450439453,20.18046760559082
80,1052,2.413268804550171,,29.34579086303711,,26.932523727416992,,,,
81,1059,,4.662318229675293,,1147.73828125,,1143.075927734375,,,
81,1065,,,,,,,3.931828737258911,52.297515869140625,48.36568832397461
81,1065,2.5645289421081543,,142.1951141357422,,139.63059997558594,,,,
82,1069,,4.993485927581787,,5.074830532073975,,0.08134454488754272,,,
82,1078,,,,,,,2.0008561611175537,560.5294799804688,558.528564453125
82,1078,4.353546619415283,,32.50570297241211,,28.15216064453125,,,,
83,1079,,2.4841690063476562,,9.47857666015625,,6.994407653808594,,,
83,1089,,6.636593818664551,,1124.924560546875,,1118.2879638671875,,,
83,1091,,,,,,,16.513595581054688,55.408451080322266,38.894859313964844
83,1091,8.40135669708252,,162.5391387939453,,154.1377716064453,,,,
84,1099,,10.102819442749023,,27.76559829711914,,17.662778854370117,,,
84,1104,,,,,,,9.298320770263672,237.01927185058594,227.720947265625
84,1104,14.748350143432617,,66.82511138916016,,52.07675552368164,,,,
85,1109,,14.18282413482666,,45.95801544189453,,31.775192260742188,,,
85,1117,,,,,,,15.194151878356934,122.10257720947266,106.90843200683594
85,1117,10.233718872070312,,52.05368423461914,,41.819969177246094,,,,
86,1119,,14.188558578491211,,43.17927932739258,,28.990720748901367,,,
86,1129,,13.889073371887207,,20.045913696289062,,6.156841278076172,,,
86,1130,,,,,,,13.313191413879395,95.2525405883789,81.93934631347656
86,1130,14.834550857543945,,35.97081756591797,,21.136262893676758,,,,
87,1139,,7.646854877471924,,7.646854877471924,,0.0,,,
87,1143,,,,,,,9.309181213378906,202.897705078125,193.5885009765625
87,1143,11.501298904418945,,66.7055892944336,,55.20429229736328,,,,
88,1149,,7.283956527709961,,23.07268714904785,,15.78873062133789,,,
88,1156,,,,,,,9.701099395751953,69.84246063232422,60.141357421875
88,1156,9.348008155822754,,47.71568298339844,,38.367671966552734,,,,
89,1159,,7.902253150939941,,43.077117919921875,,35.17486572265625,,,
89,1169,,26.25994300842285,,151.65965270996094,,125.39970397949219,,,
89,1169,,,,,,,7.461822032928467,60.18112564086914,52.71930694580078
89,1169,9.72455883026123,,25.671171188354492,,15.946613311767578,,,,
90,1179,,5.624416828155518,,62.172237396240234,,56.547821044921875,,,
90,1182,,,,,,,8.032220840454102,79.04166412353516,71.00944519042969
90,1182,7.2531208992004395,,52.165374755859375,,44.91225051879883,,,,
91,1189,,15.71584701538086,,36.449012756347656,,20.733163833618164,,,
91,1195,,,,,,,7.467108249664307,66.7818603515625,59.31474685668945
91,1195,7.862074851989746,,24.03946304321289,,16.177387237548828,,,,
92,1199,,5.908688545227051,,15.903680801391602,,9.99499225616455,,,
92,1208,,,,,,,8.594292640686035,123.39408111572266,114.7997817993164
92,1208,7.887362957000732,,88.86400604248047,,80.97663879394531,,,,
93,1209,,8.404213905334473,,30.923816680908203,,22.519603729248047,,,
93,1219,,7.926685810089111,,26.157424926757812,,18.23073959350586,,,
93,1221,,,,,,,7.8972368240356445,106.66338348388672,98.76614379882812
93,1221,8.528902053833008,,33.619686126708984,,25.09078598022461,,,,
94,1229,,4.382133960723877,,4.382133960723877,,5.628762430112677e-13,,,
94,1234,,,,,,,6.83969259262085,89.16262817382812,82.32293701171875
94,1234,7.537250518798828,,39.800682067871094,,32.26343536376953,,,,
95,1239,,7.89394998550415,,51.032325744628906,,43.13837432861328,,,
95,1247,,,,,,,5.936903953552246,130.0269775390625,124.09008026123047
95,1247,6.591401100158691,,25.884489059448242,,19.2930850982666,,,,
96,1249,,6.42826509475708,,32.45036315917969,,26.022098541259766,,,
96,1259,,5.252602577209473,,123.12744903564453,,117.87484741210938,,,
96,1260,,,,,,,5.584912300109863,725.3504638671875,719.7654418945312
96,1260,5.424798488616943,,23.402240753173828,,17.97744369506836,,,,
97,1269,,6.6464033126831055,,26.124340057373047,,19.477935791015625,,,
97,1273,,,,,,,5.037777423858643,108.44274139404297,103.40496826171875
97,1273,4.996492862701416,,34.59701156616211,,29.60051727294922,,,,
98,1279,,7.882437705993652,,115.22901916503906,,107.3465805053711,,,
98,1286,,,,,,,9.618900299072266,133.49642944335938,123.87753295898438
98,1286,7.046906471252441,,65.63014221191406,,58.5832405090332,,,,
99,1289,,9.452044486999512,,39.244049072265625,,29.792003631591797,,,
99,1299,,12.409759521484375,,12.409759521484375,,0.0,,,
99,1299,,,,,,,9.210895538330078,393.684326171875,384.4734191894531
99,1299,8.740777969360352,,33.00802230834961,,24.267248153686523,,,,
